date,symbol,open,high,low,close,volume
2025-09-10,SPY,653.62,654.55,650.63,652.21,78034529.0
2025-09-11,SPY,654.18,658.33,653.59,657.63,69934400.0
2025-09-12,SPY,657.6,659.11,656.9,657.41,72780135.0
2025-09-15,SPY,659.64,661.04,659.34,660.91,63772412.0
2025-09-16,SPY,661.47,661.78,659.21,660.0,61169000.0
2025-09-17,SPY,660.01,661.72,654.3,659.18,101952244.0
2025-09-18,SPY,661.89,664.89,660.27,662.26,90459242.0
2025-09-19,SPY,662.33,664.55,660.37,663.7,97945620.0
2025-09-22,SPY,662.2,667.29,662.17,666.84,69452201.0
2025-09-23,SPY,666.72,667.34,661.98,663.21,81708900.0
2025-09-24,SPY,664.51,664.61,659.67,661.1,68082229.0
2025-09-25,SPY,657.94,659.41,654.41,658.05,89622100.0
2025-09-26,SPY,659.51,662.37,657.88,661.82,69179209.0
2025-09-29,SPY,664.36,665.28,661.86,663.68,73499015.0
2025-09-30,SPY,662.93,666.65,661.61,666.18,94151106.0
2025-10-01,SPY,663.17,669.37,663.06,668.45,72545400.0
2025-10-02,SPY,670.45,670.57,666.78,669.22,56896000.0
2025-10-03,SPY,669.99,672.68,668.16,669.21,70494400.0
2025-10-06,SPY,671.62,672.51,669.46,671.61,54623300.0
2025-10-07,SPY,672.54,672.99,667.67,669.12,72020100.0
2025-10-08,SPY,670.25,673.21,669.42,673.11,60702241.0
2025-10-09,SPY,673.53,673.94,669.21,671.16,66501941.0
2025-10-10,SPY,672.13,673.95,652.84,653.02,159422600.0
2025-10-13,SPY,660.65,665.13,659.77,663.04,79560517.0
2025-10-14,SPY,657.17,665.83,653.17,662.23,88779600.0
2025-10-15,SPY,666.82,670.23,658.93,665.17,81702600.0
2025-10-16,SPY,666.82,668.71,657.11,660.64,110563346.0
2025-10-17,SPY,659.5,665.76,658.14,664.39,96500900.0
2025-10-20,SPY,667.32,672.21,667.27,671.3,60493400.0
2025-10-21,SPY,671.44,672.99,669.98,671.29,56249034.0
2025-10-22,SPY,672.0,672.0,663.3,667.8,80564006.0
2025-10-23,SPY,668.12,672.71,667.8,671.76,65604500.0
2025-10-24,SPY,676.46,678.47,675.65,677.25,74356527.0
2025-10-27,SPY,682.73,685.54,682.12,685.24,63339800.0
2025-10-28,SPY,687.05,688.91,684.83,687.06,61738100.0
2025-10-29,SPY,688.72,689.7,682.87,687.39,85657100.0
2025-10-30,SPY,683.9,685.94,679.83,679.83,76335800.0
2025-10-31,SPY,685.04,685.08,679.24,682.06,87164122.0
2025-11-03,SPY,685.67,685.8,679.94,683.34,57315025.0
2025-11-04,SPY,676.11,679.96,674.58,675.24,78427000.0
2025-11-05,SPY,674.98,680.86,674.17,677.58,74402400.0
2025-11-06,SPY,676.47,677.38,668.72,670.31,85035300.0
2025-11-07,SPY,667.91,671.08,661.21,670.97,100592443.0
2025-11-10,SPY,677.24,682.18,675.03,681.44,75842900.0
2025-11-11,SPY,679.95,683.57,678.73,683.0,58953400.0
2025-11-12,SPY,684.79,684.96,680.95,683.38,62312500.0
2025-11-13,SPY,680.5,680.86,670.52,672.04,103457800.0
2025-11-14,SPY,665.38,675.66,663.27,671.93,96846700.0
2025-11-17,SPY,669.7,673.71,662.17,665.67,90456105.0
2025-11-18,SPY,662.1,665.12,655.86,660.08,114467500.0
2025-11-19,SPY,660.78,667.34,658.75,662.63,94703000.0
2025-11-20,SPY,672.91,675.56,651.89,652.53,165293521.0
2025-11-21,SPY,655.05,664.55,650.85,659.03,123956203.0
2025-11-24,SPY,662.69,670.06,661.59,668.73,80437940.0
2025-11-25,SPY,668.63,676.21,664.48,675.02,81077100.0
2025-11-26,SPY,677.63,681.7,676.72,679.68,71879600.0
2025-11-28,SPY,680.86,683.67,680.5,683.39,49212030.0
2025-12-01,SPY,678.81,682.99,678.74,680.27,61201200.0
2025-12-02,SPY,681.92,683.82,679.33,681.53,62953844.0
2025-12-03,SPY,680.57,684.91,679.69,683.89,57238500.0
2025-12-04,SPY,685.3,685.37,681.34,684.39,61970336.0
2025-12-05,SPY,685.47,688.39,684.58,685.69,79241045.0
2025-12-08,SPY,686.59,686.64,681.57,683.63,55231500.0
2025-12-09,SPY,683.15,685.39,682.59,683.04,58310100.0
2025-12-10,SPY,682.56,688.97,681.31,687.57,85671334.0
2025-12-11,SPY,685.14,689.25,682.17,689.17,86173700.0
2025-12-12,SPY,688.17,688.88,679.17,681.76,113160347.0
2025-12-15,SPY,685.74,685.76,679.25,680.73,90811000.0
2025-12-16,SPY,679.23,681.08,674.98,678.87,122030631.0
2025-12-17,SPY,679.89,680.44,671.2,671.4,110625200.0
2025-12-18,SPY,677.6,680.74,674.9,676.47,108650128.0
2025-12-19,SPY,676.59,681.09,676.47,680.59,103599543.0
2025-12-22,SPY,683.94,685.36,680.59,684.83,69556733.0
2025-12-23,SPY,683.92,688.2,683.87,687.96,64840000.0
2025-12-24,SPY,687.95,690.83,687.8,690.38,39445600.0
2025-12-26,SPY,690.64,691.66,689.27,690.31,41613347.0
2025-12-29,SPY,687.54,689.2,686.07,687.85,62559503.0
2025-12-30,SPY,687.45,688.56,686.58,687.01,47160700.0
2025-12-31,SPY,687.14,687.36,681.71,681.92,74144801.0
2026-01-02,SPY,685.71,686.87,679.82,683.17,89377203.0
2026-01-05,SPY,686.54,689.43,686.38,687.72,71927200.0
2026-01-06,SPY,687.93,692.32,687.78,691.81,69273827.0
2026-01-07,SPY,692.19,693.96,689.32,689.58,75588337.0
2026-01-08,SPY,688.82,690.62,687.49,689.51,64019200.0
2026-01-09,SPY,690.63,695.31,689.18,694.07,80125500.0
2026-01-12,SPY,690.68,696.09,690.63,695.16,63976002.0
2026-01-13,SPY,695.49,696.09,691.35,693.77,78309726.0
2026-01-14,SPY,691.0,691.72,686.04,690.36,94676700.0
2026-01-15,SPY,694.57,695.45,691.25,692.24,77862000.0
2026-01-16,SPY,693.66,694.25,690.1,691.66,79289200.0
2026-01-20,SPY,681.49,684.77,676.57,677.58,111623300.0
2026-01-21,SPY,679.65,688.74,678.13,685.4,127844500.0
2026-01-22,SPY,689.85,691.13,686.92,688.98,77112243.0
2026-01-23,SPY,688.15,690.96,687.16,689.23,63059600.0
2026-01-26,SPY,690.49,694.13,689.92,692.73,60473813.0
2026-01-27,SPY,694.18,696.53,693.57,695.49,55506147.0
2026-01-28,SPY,697.05,697.84,693.94,695.42,61172200.0
2026-01-29,SPY,696.39,697.06,684.83,694.04,97486200.0
2026-01-30,SPY,691.79,694.21,687.12,691.97,101835131.0
2026-02-02,SPY,689.58,696.93,689.42,695.41,79286521.0
2026-02-03,SPY,696.21,696.96,684.03,689.53,107904611.0
2026-02-04,SPY,690.35,691.45,681.76,686.19,105204600.0
2026-02-05,SPY,680.94,683.69,675.79,677.62,113610812.0
2026-02-06,SPY,681.46,692.31,680.85,690.62,89127600.0
2026-02-09,SPY,689.42,695.87,688.34,693.95,73885200.0
2026-02-10,SPY,694.95,696.54,691.66,692.12,65185725.0
2026-02-11,SPY,696.39,697.14,689.18,691.96,76353900.0
2026-02-12,SPY,694.24,695.35,680.37,681.27,118829000.0
2026-02-13,SPY,681.69,686.28,677.52,681.75,96267500.0
2026-02-17,SPY,680.14,684.94,675.78,682.85,81354700.0
2026-02-18,SPY,684.02,689.15,682.83,686.29,73570341.0
2026-02-19,SPY,683.84,686.18,681.55,684.48,58649400.0
2026-02-20,SPY,682.32,690.06,681.73,689.43,100034000.0
2026-02-23,SPY,687.83,690.0,680.37,682.39,90558100.0
2026-02-24,SPY,681.9,688.35,680.0,687.35,73798727.0
2026-02-25,SPY,690.18,693.68,690.1,693.15,56369500.0
2026-02-26,SPY,693.28,693.3,684.35,689.3,71671000.0
2026-02-27,SPY,683.09,686.86,681.64,685.99,83308900.0
2026-03-02,SPY,678.7,688.62,678.02,686.38,87477200.0
2026-03-03,SPY,675.06,682.61,669.66,680.33,105003113.0
2026-03-04,SPY,681.63,687.09,679.62,685.13,79182244.0
2026-03-05,SPY,682.08,685.53,675.61,681.31,106606500.0
2026-03-06,SPY,673.41,676.11,669.76,672.38,100687000.0
2026-03-09,SPY,666.39,679.92,662.39,678.27,102667711.0
2026-03-10,SPY,677.72,683.36,674.76,677.18,81505315.0
2026-03-11,SPY,677.58,680.08,673.34,676.33,68441700.0
2026-03-12,SPY,671.16,671.65,665.87,666.06,108882246.0
2026-03-13,SPY,669.27,672.34,661.36,662.29,97200242.0
2026-03-16,SPY,668.38,672.07,667.12,669.03,82023130.0
2026-03-17,SPY,672.39,674.44,669.7,670.79,87128044.0
2026-03-18,SPY,668.36,669.72,661.19,661.43,82062600.0
2026-03-19,SPY,656.97,662.98,655.17,659.8,111272539.0
2026-03-20,SPY,656.51,656.69,644.72,648.57,163617523.0
2026-03-23,SPY,658.07,662.62,653.94,655.38,134802732.0
2026-03-24,SPY,651.32,657.03,649.88,653.18,96457500.0
2026-03-25,SPY,658.67,660.89,654.24,656.82,90653800.0
2026-03-26,SPY,652.06,654.85,644.82,645.09,96494400.0
2026-03-27,SPY,642.5,642.66,633.11,634.09,103649400.0
2026-03-30,SPY,640.11,640.37,629.28,631.97,99275900.0
2026-03-31,SPY,638.94,651.54,637.98,650.34,152534103.0
2026-04-01,SPY,653.9,658.52,653.0,655.24,97841500.0
2026-04-02,SPY,646.42,658.2,645.11,655.83,68358713.0
2026-04-06,SPY,655.86,659.72,655.52,658.93,39105800.0
2026-04-07,SPY,656.65,659.61,651.06,659.22,69980400.0
2026-04-08,SPY,676.39,677.08,671.46,676.01,93606114.0
2026-04-09,SPY,674.84,681.16,673.77,679.91,57134445.0
2026-04-10,SPY,681.32,682.03,678.45,679.46,42253500.0
2026-04-13,SPY,677.41,686.3,676.58,686.1,54185819.0
2026-04-14,SPY,687.69,694.58,687.66,694.46,63480529.0
2026-04-15,SPY,695.26,700.28,694.2,699.94,58240400.0
2026-04-16,SPY,701.06,702.78,698.53,701.66,49972400.0
2026-04-17,SPY,706.14,712.39,705.76,710.14,70661926.0
2026-04-20,SPY,708.78,709.91,706.14,708.72,43546812.0
2026-04-21,SPY,710.28,711.28,702.64,704.08,58941400.0
2026-04-22,SPY,709.15,711.45,708.22,711.21,42518500.0
2026-04-23,SPY,709.5,712.36,702.28,708.45,56174000.0
2026-04-24,SPY,710.75,714.47,709.01,713.94,45182000.0
2026-04-27,SPY,713.17,715.63,712.3,715.17,33135943.0
2026-04-28,SPY,711.82,712.88,709.25,711.69,43117436.0
2026-04-29,SPY,711.0,712.2,708.37,711.58,41859227.0
2026-04-30,SPY,714.63,719.79,710.45,718.66,67240949.0
2026-05-01,SPY,721.25,724.87,720.47,720.65,43049849.0
2026-05-04,SPY,720.07,722.12,714.99,718.01,51950600.0
2026-05-05,SPY,721.77,725.04,721.49,723.77,36933226.0
2026-05-06,SPY,728.16,734.59,727.82,733.83,53288940.0
2026-05-07,SPY,735.05,736.13,729.75,731.58,51724642.0
2026-05-08,SPY,734.93,738.08,734.57,737.62,47227100.0
2026-05-11,SPY,736.45,740.79,736.45,739.3,44024000.0
2026-05-12,SPY,736.89,738.84,731.83,738.18,54185300.0
2026-05-13,SPY,738.47,743.91,735.47,742.31,44200203.0
2026-05-14,SPY,743.65,749.53,743.56,748.17,45307603.0
2026-05-15,SPY,741.79,743.46,737.96,739.17,60410800.0
2026-05-18,SPY,739.83,741.42,733.39,738.65,47843900.0
2026-05-19,SPY,734.78,737.65,731.53,733.73,54255913.0
2026-05-20,SPY,735.71,741.87,733.89,741.25,45768035.0
2026-05-21,SPY,738.64,744.87,737.03,742.72,43332225.0
2026-05-22,SPY,746.24,748.94,744.48,745.64,41762006.0
2026-05-26,SPY,750.01,752.13,748.37,750.59,41123621.0
2026-05-27,SPY,750.88,751.38,748.22,750.46,42106300.0
2026-05-28,SPY,750.25,755.15,749.23,754.6,41562600.0
2026-05-29,SPY,755.9,758.08,754.69,756.48,55075739.0
2026-06-01,SPY,755.36,760.28,754.69,758.54,43634933.0
2026-06-02,SPY,757.03,760.4,756.75,759.57,31581900.0
2026-06-03,SPY,758.15,758.8,753.57,754.24,51402518.0
2026-06-04,SPY,752.1,758.31,751.47,757.09,49923036.0
2026-06-05,SPY,752.31,752.82,735.53,737.55,93989416.0
2026-06-08,SPY,743.36,745.34,738.19,739.22,49319144.0
2026-06-09,SPY,743.63,746.9,722.59,737.05,87683517.0
2026-06-10,SPY,733.39,738.38,725.33,725.43,60341349.0
2026-06-11,SPY,728.76,740.0,724.41,737.76,86330522.0
2026-06-12,SPY,740.71,744.44,735.03,741.75,57079533.0
2026-06-15,SPY,751.85,756.68,751.76,754.83,60176425.0
2026-06-16,SPY,754.55,755.44,749.88,750.33,67093142.0
2026-06-17,SPY,751.29,752.15,739.22,740.96,85945227.0
2026-06-18,SPY,747.76,748.23,743.86,746.74,80875700.0
2026-06-22,SPY,747.7,750.18,743.13,744.39,46628100.0
2026-06-23,SPY,733.81,739.63,732.3,733.58,66846800.0
2026-06-24,SPY,735.17,739.95,730.84,733.24,57439507.0
2026-06-25,SPY,738.91,739.37,729.6,734.3,54128100.0
2026-06-26,SPY,728.95,736.53,716.58,728.99,71034000.0
2026-06-29,SPY,736.53,741.56,732.09,741.0,58035228.0
2026-06-30,SPY,741.29,748.02,740.89,746.77,55626035.0
2026-07-01,SPY,745.0,749.44,742.38,745.76,47100900.0
2026-07-02,SPY,747.4,751.31,740.03,744.78,57505953.0
2026-07-06,SPY,748.74,752.41,747.41,751.28,50673310.0
2026-07-07,SPY,750.22,750.96,745.21,747.71,43721500.0
2026-07-08,SPY,743.16,746.15,739.51,745.4,43767400.0
2026-07-09,SPY,747.35,751.97,745.59,751.71,41441718.0
2026-07-10,SPY,752.05,755.42,748.1,754.95,42191313.0
2026-07-13,SPY,752.47,753.91,748.0,749.17,44013628.0
2026-07-14,SPY,750.91,753.34,748.66,751.83,35143138.0
2026-07-15,SPY,754.24,755.58,750.2,754.81,43844800.0
2026-07-16,SPY,752.76,754.57,747.88,750.72,46409814.0
2026-07-17,SPY,742.08,747.29,740.8,743.29,62651000.0
2026-07-20,SPY,747.06,748.73,741.51,742.09,50422324.0
2026-07-21,SPY,746.29,749.04,744.18,748.28,34324300.0
2026-07-22,SPY,746.62,750.02,746.37,747.41,32836200.0
2026-07-23,SPY,739.37,742.56,735.21,738.18,55437332.0
2026-07-24,SPY,738.51,743.72,737.29,738.93,44782000.0
2026-07-27,SPY,744.91,745.53,735.87,739.09,41461200.0
2026-07-28,SPY,739.19,742.79,735.98,740.86,47322247.0
2026-07-29,SPY,739.97,742.68,729.1,729.46,70697215.0
2026-07-30,SPY,736.05,742.45,734.59,741.69,66811300.0
2026-07-31,SPY,744.68,748.9,737.68,747.03,62445900.0
2026-08-03,SPY,749.44,758.58,748.8,757.67,59927538.0
2026-08-04,SPY,760.63,773.41,760.52,771.33,69154800.0
2026-08-05,SPY,775.85,776.85,769.51,769.79,44689100.0
